,id,sentences
976,976,JOIN
977,977,passing around 10-19-30sUser9
978,978,pissed at you i'm sure... lol
979,979, :-) hello 
980,980,...oopps I meant martini's
981,981,lmao 10-19-30sUser17
982,982,hey 10-19-30sUser28
983,983,Anyone PM in this room?
984,984,how are ya ll 
985,985,gotta watch my manners or she won't psh anymore buttons....lol
986,986,hello everyone
987,987,yes....
988,988,hey 10-19-30sUser29
989,989,oh you meant your other lover....lol
990,990,lmao 10-19-30sUser17... go figure you'd think that was about you
991,991,yeah... cuz i have so many... lmao
992,992, :-) 
993,993,gotta try...so seriously it wasn't meant for me.....lol
994,994,<not sexy but can I stay?
995,995,lol
996,996,you keep passin' me around it's gotta stick sometime... lmao
997,997,lol 
998,998,with party hair like that....knockin down the door I bet
999,999,no prob 10-19-30sUser29....
1000,1000,party hair??? seriously? lmao
1001,1001,JOIN
1002,1002,thanks :-) 
1003,1003,sexy is just a bonus at this point in my life.....lol
1004,1004,lol 10-19-30sUser17
1005,1005,just kidding.....
1006,1006,LOL 
1007,1007,PART
1008,1008,<anti-sexy
1009,1009,hey 10-19-30sUser30... welcome to the crazy room... lol
1010,1010,had a girlfriend with hair like you 10-19-30sUser9
1011,1011,howdy
1012,1012,doody
1013,1013,and what happened to her 10-19-30sUser17?
1014,1014,can I ask where ya all are from .....im here in kentucky 
1015,1015,as I said...too wild....even for me
1016,1016,34 M Pa.
1017,1017,canadain ladies pm me
1018,1018,hey 10-19-30sUser9... i'm from CO
1019,1019,a fellow canadian...woohoo!
1020,1020,JOIN
1021,1021,hey 10-19-30sUser31... welcome
1022,1022,cool 
1023,1023,10-19-30sUser31
1024,1024,hello 10-19-30sUser9 :)
1025,1025,hey 10-19-30sUser31
1026,1026,10-19-30sUser11 *hugs*
1027,1027,are you sexy?
1028,1028,Hi 10-19-30sUser17
1029,1029,:)
1030,1030,yo 10-19-30sUser31 whats up 
1031,1031,JOIN
1032,1032,am i?
1033,1033,Hi all 
1034,1034,yo 10-19-30sUser25 
1035,1035,hey 10-19-30sUser32 welcome
1036,1036,is who sexy?
1037,1037,cause we only accept none sexy people...except for 10-19-30sUser9
1038,1038,thank you 10-19-30sUser9
1039,1039,whew 
1040,1040,I think I'm sexy as hell
1041,1041,she's the exception
1042,1042,I have to leave?
1043,1043,shut up 10-19-30sUser17... everyone is sexy
1044,1044,damn straight 
1045,1045,< sexy in the dark
1046,1046,i think i am too 10-19-30sUser31 :) lol 
1047,1047,no 10-19-30sUser31... don't leave
1048,1048,haven't seen me at six in the morning have you?
1049,1049,just kidding
1050,1050,JOIN
1051,1051,does not matter to me waht anyone else thinks about me :) lol 
1052,1052,.ACTION settles in next to 10-19-30sUser11...not leaving ;).
1053,1053,hi ya 10-19-30sUser33
1054,1054,hey 10-19-30sUser33... welcome
1055,1055,lol 10-19-30sUser31 
1056,1056,JOIN
1057,1057,you passed the test
1058,1058,great self esteem!
1059,1059,Hi 10-19-30sUser9...
1060,1060,hi 10-19-30sUser31!
1061,1061,Hi 10-19-30sUser25...
1062,1062,JOIN
1063,1063,hi room
1064,1064,hey 10-19-30sUser35... welcome
1065,1065,hi ladies
1066,1066,hi 10-19-30sUser35
1067,1067,hey 10-19-30sUser34... welcome
1068,1068,any Pa people here
1069,1069,"well, if that's what I needed to pass, I get a freaking A+"
1070,1070,hi
1071,1071,I lived in PA once 
1072,1072,10-19-30sUser35...is that italian?
1073,1073,lol 10-19-30sUser31... A++
1074,1074,I've been to PA
1075,1075,no
1076,1076,JOIN
1077,1077,PART
1078,1078,hey 10-19-30sUser36... welcome
1079,1079,i fly over it before...
1080,1080,hi 10-19-30sUser36 
1081,1081,I'm an over achiever
1082,1082,hello 
1083,1083,whjat nationality are you 10-19-30sUser35?
1084,1084,hello 10-19-30sUser36
1085,1085,who's horny ?
1086,1086,Is 10-19-30sUser17 writing a book?
1087,1087,whjat is not a word 10-19-30sUser17... lol
1088,1088,LOL 
1089,1089,PART
1090,1090,under achiever front and center...yes I am.....lol
1091,1091,lol 10-19-30sUser31... he must be
1092,1092,PART
1093,1093,JOIN
1094,1094,getting the obbts off just got home from work great night LOL 
1095,1095,It is in my world
1096,1096,hi 10-19-30sUser37
1097,1097,ooppsss BOOTS 
1098,1098,"Well, the handsome 10-19-30sUser37"
1099,1099,.ACTION is a short bus rider .
1100,1100, :-) 
1101,1101,i can't keep up
1102,1102,its my first time here
1103,1103,welcome 
1104,1104,welcome 10-19-30sUser36... 
1105,1105,.ACTION hands 10-19-30sUser17 her bio.
1106,1106,PART
1107,1107,we're not as stupid as we appear... lol
1108,1108,looking it over carefully....
1109,1109,He was mad no one was horny
1110,1110,LOL
1111,1111,oh my
1112,1112,lol 10-19-30sUser31... go figure
1113,1113,Or confessed to it I should say
1114,1114,We all know we're all horny
1115,1115,who was looking for someone horny?
1116,1116,PART
1117,1117,right?
1118,1118,JOIN
1119,1119,PART
1120,1120,that perked ya right up 10-19-30sUser17... lmao
1121,1121,the 10-19-30sUser34 of Steel
1122,1122,OK i say if they cant be creative enough to come up with a better line then ya horny they can stay away from me lmao
1123,1123,ummm...yeah (sheepishly)
1124,1124,dang i didnt even get to shine my boots for that one lol 
1125,1125,PART
1126,1126,"I am not a bisexual man, but I am seeking some (equal opportunity) conversation with a male or female capable of sustaining an intelligent chat without any humor. A nyone interested? don't boot me either."
1127,1127,JOIN
1128,1128,And you say I'm writing the book....
1129,1129,.ACTION looks away from 10-19-30sUser37.
1130,1130,wothough humor>
1131,1131,??
1132,1132,10-19-30sUser37....you freaked me out...nothing personal
1133,1133,"Omg 10-19-30sUser37, stop that"
1134,1134,LOL 
1135,1135,JOIN
1136,1136,somebody slap hiom back to reality....
1137,1137,hey 10-19-30sUser28 and 10-19-30sUser39... welcome
1138,1138,him
1139,1139,PART
1140,1140,"10-19-30sUser9, i used to live next door in Ut."
1141,1141,PART
1142,1142,PART
1143,1143,and you live where now 10-19-30sUser37?
1144,1144,HAHA cute nic there 1 smallfry 
1145,1145,"please don""t say a prison....lol"
1146,1146,I scare everyone. I am that pathetic. Kentucky
1147,1147,lmao 10-19-30sUser17... dman
1148,1148,damn even
1149,1149,PART
1150,1150,"no one is pathetic, just human"
1151,1151,PART
1152,1152,that's right
1153,1153,PART
1154,1154,LOL 
1155,1155,and horny right 10-19-30sUser28
1156,1156,right ....
1157,1157,LOL
1158,1158,holy crap that took forever
1159,1159,"What, no access to com in prison. If I was an ex prisoner would u hate me?"
1160,1160,wb 10-19-30sUser18
1161,1161,what took forever...the crap?
1162,1162,thanks
1163,1163, i added a pic 
1164,1164,but had to resize and stuff
1165,1165,10-19-30sUser37 no im an equal oppertunity hater LOL 
1166,1166,"Hi, 10-19-30sUser3, do u ever sleep"
1167,1167,man am I out in left field tonight...sorry 10-19-30sUser18
1168,1168,lol 10-19-30sUser28 
1169,1169,JOIN
1170,1170,O
1171,1171,brb
1172,1172, :-) 
1173,1173,no 10-19-30sUser17... you're in the right field... lol
1174,1174,Well humanity is terrible these days
1175,1175,"hi 10-19-30sUser37, yes i sleep"
1176,1176,lol 10-19-30sUser3 .... :)
1177,1177,When
1178,1178,"I don""t even know what that means 10-19-30sUser9...."
1179,1179,oooooooooooo ghost hunters is on ya all talk to me if i get scared right 
1180,1180,during the day
1181,1181,of course you don't babe
1182,1182,right field wrong park lol j/k 
1183,1183,lmao 10-19-30sUser25
1184,1184,who's in prison?
1185,1185,not me i put them in the jail lol 
1186,1186,<<<never even been arrested lmao
1187,1187,my soon to be ex husband
1188,1188,"10-19-30sUser31, still waiting on the pic."
1189,1189,or at least tell the cops where to go to get the bad guys lol 
1190,1190,PART
1191,1191,10-19-30sUser31...you're handing out pictures?
1192,1192,been cuffed b4 though LOL 
1193,1193,I was in prison once.
1194,1194,Or 5 times.
1195,1195,lol right there 10-19-30sUser28 lol 
1196,1196,smile
1197,1197,stop doin' it then 10-19-30sUser37
1198,1198,Do u hate me now
1199,1199,yeah...
1200,1200,10-19-30sUser37 I put it up for you twice
1201,1201,JOIN
1202,1202,.ACTION hates no one.
1203,1203,Sure
1204,1204,ill hate ya if ya want me to lmao
1205,1205,I'm not good to look at 10-19-30sUser17
1206,1206,too much drama
1207,1207,JOIN
1208,1208,.ACTION love everyone cause everyone is special .
1209,1209,allow me to be the judge thank you very much....lol
1210,1210,.ACTION wanders over to the corner .
1211,1211,PART
1212,1212,Come on down 10-19-30sUser41 :)
1213,1213,.ACTION hogs the couch .
1214,1214,10-19-30sUser17 looks over to sneak a peek at 10-19-30sUser9
1215,1215,"So is 10-19-30sUser25 girl gonna help me redraft my pro-se petition? I know, she despises ex prisoners?"
1216,1216,"Ok I'm gonna put it up ONE MORE TIME 10-19-30sUser37, and this is it"
1217,1217,O.K>
1218,1218,You're just going to be disappointed that I look like a soccer mom
1219,1219,music out here please
1220,1220,what about me 10-19-30sUser31
1221,1221,care to  me 10-19-30sUser17?
1222,1222,you inviting?
1223,1223,JOIN
1224,1224,"No, I had a 220 lb spouse."
1225,1225,JOIN
1226,1226,don't play a dumbass
1227,1227,be gente....lol
1228,1228,hello
1229,1229,.ACTION hi .
1230,1230,hi all
1231,1231,LOL my pic would clear this room for real LMAO
1232,1232,"And, I loved her from the heart, and soul."
1233,1233, :blush: 
1234,1234,hi 10-19-30sUser12
1235,1235,lol 10-19-30sUser28
1236,1236,10-19-30sUser42: Hello there.
1237,1237,i despie no one i like to say if u have done ur time then that is that 
1238,1238,10-19-30sUser42
1239,1239,"Ok 10-19-30sUser37, it's there AGAIN"
1240,1240,hey 10-19-30sUser42
1241,1241,i do not like to judge anyone 10-19-30sUser37
1242,1242,10-19-30sUser25 hey 
1243,1243,O.k.
1244,1244,hey 10-19-30sUser3
1245,1245,hey 10-19-30sUser42 what up 
1246,1246,10-19-30sUser41 i am fine
1247,1247,JOIN
1248,1248,10-19-30sUser9...where'd you go?
1249,1249,hi 10-19-30sUser11
1250,1250,you make it 10-19-30sUser43
1251,1251,i am here
1252,1252,there ya are
1253,1253,lol
1254,1254,"Well, it is not destiny."
1255,1255,hey 10-19-30sUser43;
1256,1256,i'm in neverneverland 10-19-30sUser17
1257,1257,PART
1258,1258,No luck
1259,1259,hi 10-19-30sUser17
1260,1260,is the sky purple?
1261,1261,hello 10-19-30sUser17
1262,1262,"Hi, 10-19-30sUser44"
1263,1263,hey 10-19-30sUser42
1264,1264,it black here 
1265,1265,brb
1266,1266,hb
1267,1267,k
1268,1268,10-19-30sUser28....you need help....lol
1269,1269,I do 
1270,1270,sorry 
1271,1271,PART
1272,1272,10-19-30sUser25 u an attorney?
1273,1273,10-19-30sUser37 did you see the pic?
1274,1274,don't be sorry
1275,1275,my therapist fired me 
1276,1276, :blush: 
1277,1277,no a dispatcher 
1278,1278,10-19-30sUser28
1279,1279,depressed him too much?
1280,1280,hey 10-19-30sUser31
1281,1281,"Anyone else want to see me, it's up there for a minute"
1282,1282,Hey 10-19-30sUser42 hon :)
1283,1283,"10-19-30sUser31, it is not up."
1284,1284,ok i am back
1285,1285,lol 10-19-30sUser31 
1286,1286,where's there 10-19-30sUser31
1287,1287,wb baby
1288,1288,ty 10-19-30sUser42
1289,1289,U deceived me
1290,1290,wb 10-19-30sUser43
1291,1291,ty
1292,1292,i did ?? hows that 
1293,1293,oh for crying out loud
1294,1294,I keep putting it in my profile
1295,1295,10-19-30sUser31
1296,1296,PART
1297,1297,not there....
1298,1298,10-19-30sUser43
1299,1299,"It is o.k., my computer is trash."
1300,1300,ok I'm gonna log out and in once
1301,1301,PART
1302,1302,oh joy
1303,1303, :tongue: 
1304,1304,10-19-30sUser9....you're alive!
1305,1305,"Ms 10-19-30sUser1, what u research."
1306,1306,hell yeah... of course
1307,1307,JOIN
1308,1308,JOIN
1309,1309,wb 10-19-30sUser31
1310,1310,still got the hair right
1311,1311,w/b 10-19-30sUser31 
1312,1312,PART
1313,1313,get over the hair 10-19-30sUser17... lol
1314,1314,"Sexy, lets see"
1315,1315,therapy.....I will I promise....lol
1316,1316,ty and ty
1317,1317,.ACTION doesn't do therapy.
1318,1318,She escaped quick.
1319,1319,the hair is forgotten then!
1320,1320,lmao 10-19-30sUser17
1321,1321,good job
1322,1322,would take an ex con to use words like escaped.....lol
1323,1323,10-19-30sUser37 look now
1324,1324,LOL
1325,1325,PRIVMSG 10-19-30sUser1 how are u?
1326,1326,10-19-30sUser31....I think you're taking us for a ride
1327,1327,PART
1328,1328,JOIN
1329,1329,WEEEEEEEEEEEEEEEEEE!!!!!!!!!!!!!!!!!!!!!!!
1330,1330,think I amy have offended him?  I'm such a schlep sometimes.....
1331,1331,"no, everyone in the other room can see it"
1332,1332,No luck
1333,1333,Amy?
1334,1334,wow revolving doors in her sure make me dizzy lol 
1335,1335,try F5
1336,1336,PART
1337,1337,or Ctrl R
1338,1338,PART
1339,1339,or give up and realize I'm not worth the effort lol
1340,1340,"Well, Iam immersed in a f.b.i. conspiracy."
1341,1341,Oh I thought 10-19-30sUser17 was talking to me
1342,1342,I was 10-19-30sUser31
1343,1343,You called me Amy?
1344,1344,O.k. I see it.
1345,1345,I'll take your word that you're a hot soccer mama!
1346,1346,Nice to see u
1347,1347,"Oh no, I did NOT say hot"
1348,1348,Thank u
1349,1349,nope nope nope
1350,1350,you're welcome
1351,1351,!20 
1352,1352,".Question:. A teacher that you had ""the hots"" for flirts outrageously with you at your class reunion. If single, would you hook up with them? Yes or No?"
1353,1353,i meant to write the word may.....
1354,1354,"I know, but it threw me"
1355,1355,U areYes
1356,1356,the teacher would probably be 80 wouldn't she?
1357,1357,&^Yes i would 10-19-30sUser12
1358,1358,well let me get have another 12 hr day tomorrow at work 
1359,1359,LMAO @ 80 
1360,1360,No iam young
1361,1361,night 10-19-30sUser25 *hugs*
1362,1362,10-19-30sUser11 have great night 10-19-30sUser31 hugs 
1363,1363,where you going 10-19-30sUser25?
1364,1364,awww see ya 10-19-30sUser25 have a good one 
1365,1365,10-19-30sUser25 bye
1366,1366,10-19-30sUser25
1367,1367,have to work in the mornign 12 hr day 
1368,1368,bye 10-19-30sUser25!
1369,1369,10-19-30sUser11 see u are still here lol 
1370,1370,night 10-19-30sUser17 10-19-30sUser37 have good one 
1371,1371,nite 10-19-30sUser25
1372,1372,nite!
1373,1373,nite niteeeeeeeeeeeeeeeeeee
1374,1374,Need me to cuddle 
1375,1375,so 10-19-30sUser12...did you ask her out or what?
1376,1376,night 10-19-30sUser9
1377,1377,hold me.....lol
1378,1378,PART
1379,1379,is the lady with no hair still around.....lol
1380,1380,"ok, brb, taking my pic off"
1381,1381,"10-19-30sUser11, how is brooklyn"
1382,1382,it was never there to remove in the frst place.....
1383,1383,Thank u 10-19-30sUser31.
1384,1384,"Oh yes, 10-19-30sUser37 saw it"
1385,1385,it is raining 10-19-30sUser37
1386,1386,I saw it
1387,1387,I like n y
1388,1388,Only been there one time
1389,1389,I wanna live there someday
1390,1390,10-19-30sUser28...did you and 10-19-30sUser9 hook up and are now having a party of your own?
1391,1391,I like bedford street.
1392,1392,shut up 10-19-30sUser17
1393,1393,you wish
1394,1394,i here watchin ghost hunters lol 
1395,1395,such harsh words......
1396,1396,But expensive.
1397,1397,tell em 10-19-30sUser9
1398,1398,"1200 for a studio,"
1399,1399,Hi 10-19-30sUser6
1400,1400,I liked louisianna the best though
1401,1401,hey 10-19-30sUser11
1402,1402,you love it 10-19-30sUser17
1403,1403,Too humid
1404,1404,hi 10-19-30sUser17
1405,1405,actually i do....never liked soft women....
1406,1406,no shortage of stron women in this room....lol
1407,1407,you like them rough?
1408,1408,10-19-30sUser3 whaaaaats up in ohio?
1409,1409,Like whip and crop tough?
1410,1410,now now 10-19-30sUser31...we barely know each other....lol
1411,1411,hi 10-19-40sUser23
1412,1412,love me like a bomb baby come on get it on
1413,1413,hi 10-19-40sUser23
1414,1414,Pour some sugar on me babe n get see dentist
1415,1415,JOIN
1416,1416,lol
1417,1417,hiya 10-19-40sUser23
1418,1418,hey 10-19-40sUser23
1419,1419,bend me shape me any way ya want me
1420,1420,hi 10-19-40sUser27
1421,1421,Hi  10-19-40sUser23   welcome to room also  10-19-40sUser27 
1422,1422,hey there 10-19-40sUser27
1423,1423,hiya 10-19-40sUser27 
1424,1424,.ACTION never judges a book by it's cover....likes to read and see whats on the inside.... same with people too.
